xpostag	lemma	lv_form	lemma_ipa	lv_form_ipa	stem_final_cluster	linking_vowel	lv_freq	lemma_freq	nlv_form	nlv_form_ipa	nlv_freq	lv_odds	lv_log_odds	ultimate_c	penultimate_c	cons_1	son_1	cont_1	labial_1	coronal_1	anterior_1	dorsal_1	lateral_1	voice_1	delrel_1	seg_1	long_1	open1_1	open2_1	cons_2	son_2	cont_2	labial_2	coronal_2	anterior_2	dorsal_2	lateral_2	voice_2	delrel_2	seg_2	long_2	open1_2	open2_2	sonority_ultimate_c	sonority_penultimate_c	sonority_slope
[/N][Acc]	markolathéj	markolathéjat	markolathéj	markolathéjat	j	a	17	212	markolathéjt	markolathéjt	1	17	2.833213344056216	j	NA	1	1	1	NA	1	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	pincehely	pincehelyet	pincehej	pincehejet	j	e	17	2086	pincehelyt	pincehejt	14	1.2142857142857142	0.1941560144409574	j	NA	1	1	1	NA	1	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	porszén	porszenet	porsén	porsenet	n	e	17	60	porszént	porsént	1	17	2.833213344056216	n	NA	1	1	0	NA	1	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	34
[/N][Acc]	rebarbaraszár	rebarbaraszárat	rebarbarasár	rebarbarasárat	r	a	17	78	rebarbaraszárt	rebarbarasárt	1	17	2.833213344056216	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	segédkönyvtár	segédkönyvtárat	šegédköṉvtár	šegédköṉvtárat	r	a	17	344	segédkönyvtárt	šegédköṉvtárt	9	1.8888888888888888	0.6359887667199967	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	seprőnyél	seprőnyelet	šeprőṉél	šeprőṉelet	l	e	17	158	seprőnyélt	šeprőṉélt	1	17	2.833213344056216	l	NA	1	1	1	NA	1	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	tárgysátor	tárgysátrat	tárḏšátor	tárḏšátrat	tr	a	17	146	tárgysátort	tárḏšátort	4	4.25	1.4469189829363254	r	t	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	1	0	0	NA	1	1	NA	NA	0	0	1	NA	NA	NA	4	1	144
[/N][Acc]	tömbarany	tömbaranyat	tömbaraṉ	tömbaraṉat	ṉ	a	17	115	tömbaranyt	tömbaraṉt	3	5.666666666666667	1.7346010553881064	ṉ	NA	1	1	0	NA	1	0	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	34
[/N][Acc]	variáns	variánsot	variánš	variánšot	nš	o	17	35807	variánst	variánšt	3167	0.0053678560151563	-5.227326702482424	š	n	1	0	1	NA	1	0	NA	NA	0	NA	1	NA	NA	NA	1	1	0	NA	1	1	NA	NA	1	NA	1	NA	NA	NA	2	3	324
[/N][Acc]	átalányjogdíj	átalányjogdíjat	átaláṉjogdíj	átaláṉjogdíjat	j	a	17	28	átalányjogdíjt	átaláṉjogdíjt	1	17	2.833213344056216	j	NA	1	1	1	NA	1	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	édesköményolaj	édesköményolajat	édešköméṉolaj	édešköméṉolajat	j	a	17	72	édesköményolajt	édešköméṉolajt	1	17	2.833213344056216	j	NA	1	1	1	NA	1	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	útjel	útjelet	útjel	útjelet	l	e	17	205	útjelt	útjelt	1	17	2.833213344056216	l	NA	1	1	1	NA	1	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	alkotóműhely	alkotóműhelyet	alkotóműhej	alkotóműhejet	j	e	16	9207	alkotóműhelyt	alkotóműhejt	491	0.03258655804480651	-3.423855405554739	j	NA	1	1	1	NA	1	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	anekdotakincs	anekdotakincset	anekdotakinč	anekdotakinčet	nč	e	16	411	anekdotakincst	anekdotakinčt	1	16	2.772588722239781	č	n	1	0	0	NA	1	0	NA	NA	0	1	1	NA	NA	NA	1	1	0	NA	1	1	NA	NA	1	NA	1	NA	NA	NA	1	3	314
[/N][Acc]	bejutas	bejutasat	bejutaš	bejutašat	š	a	16	190	bejutast	bejutašt	39	0.41025641025641024	-0.8909729238898653	š	NA	1	0	1	NA	1	0	NA	NA	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	24
[/N][Acc]	csendőrzászlóalj	csendőrzászlóaljat	čendőrzáslóalj	čendőrzáslóaljat	lj	a	16	125	csendőrzászlóaljt	čendőrzáslóaljt	1	16	2.772588722239781	j	l	1	1	1	NA	1	0	NA	NA	NA	NA	1	NA	NA	NA	1	1	1	NA	1	1	NA	1	NA	NA	1	NA	NA	NA	4	4	444
[/N][Acc]	csővár	csővárat	čővár	čővárat	r	a	16	984	csővárt	čővárt	13	1.2307692307692308	0.20763936477824457	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	delikvens	delikvenset	delikvenš	delikvenšet	nš	e	16	14413	delikvenst	delikvenšt	1850	0.00864864864864864	-4.75035219583259	š	n	1	0	1	NA	1	0	NA	NA	0	NA	1	NA	NA	NA	1	1	0	NA	1	1	NA	NA	1	NA	1	NA	NA	NA	2	3	324
[/N][Acc]	délvonal	délvonalat	délvonal	délvonalat	l	a	16	128	délvonalt	délvonalt	1	16	2.772588722239781	l	NA	1	1	1	NA	1	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	elváll	elvállat	elváll	elvállat	ll	a	16	2169	elvállt	elvállt	9	1.7777777777777777	0.5753641449035618	l	l	1	1	1	NA	1	1	NA	1	NA	NA	1	NA	NA	NA	1	1	1	NA	1	1	NA	1	NA	NA	1	NA	NA	NA	4	4	444
[/N][Acc]	feladattár	feladattárat	feladattár	feladattárat	r	a	16	613	feladattárt	feladattárt	2	8	2.0794415416798357	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	felségvíz	felségvizet	felšégvíz	felšégvizet	z	e	16	2220	felségvízt	felšégvízt	1	16	2.772588722239781	z	NA	1	0	1	NA	1	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	24
[/N][Acc]	futamhossz	futamhosszat	futamhoss	futamhossat	ss	a	16	46	futamhosszt	futamhosst	1	16	2.772588722239781	s	s	1	0	1	NA	1	1	NA	NA	0	NA	1	NA	NA	NA	1	0	1	NA	1	1	NA	NA	0	NA	1	NA	NA	NA	2	2	224
[/N][Acc]	fénymáz	fénymázat	féṉmáz	féṉmázat	z	a	16	202	fénymázt	féṉmázt	16	1	0	z	NA	1	0	1	NA	1	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	24
[/N][Acc]	hegesztőfej	hegesztőfejet	hegestőfej	hegestőfejet	j	e	16	144	hegesztőfejt	hegestőfejt	1	16	2.772588722239781	j	NA	1	1	1	NA	1	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	jelkódzár	jelkódzárat	jelkódzár	jelkódzárat	r	a	16	53	jelkódzárt	jelkódzárt	2	8	2.0794415416798357	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	jóganaptár	jóganaptárat	jóganaptár	jóganaptárat	r	a	16	57	jóganaptárt	jóganaptárt	16	1	0	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	kisszótár	kisszótárat	kissótár	kissótárat	r	a	16	1341	kisszótárt	kissótárt	73	0.2191780821917808	-1.51787071890861	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	kosár	kosárat	košár	košárat	r	a	16	334375	kosárt	košárt	103	0.1553398058252427	-1.8621402659898547	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	készáruraktár	készáruraktárat	késáruraktár	késáruraktárat	r	a	16	302	készáruraktárt	késáruraktárt	23	0.6956521739130435	-0.3629054936893685	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	nemezsátor	nemezsátrat	nemežátor	nemežátrat	tr	a	16	240	nemezsátort	nemežátort	5	3.2	1.1631508098056809	r	t	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	1	0	0	NA	1	1	NA	NA	0	0	1	NA	NA	NA	4	1	144
[/N][Acc]	programnaptár	programnaptárat	programnaptár	programnaptárat	r	a	16	9090	programnaptárt	programnaptárt	25	0.64	-0.4462871026284195	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	raktársátor	raktársátrat	raktáršátor	raktáršátrat	tr	a	16	309	raktársátort	raktáršátort	1	16	2.772588722239781	r	t	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	1	0	0	NA	1	1	NA	NA	0	0	1	NA	NA	NA	4	1	144
[/N][Acc]	vesszőszál	vesszőszálat	vessősál	vessősálat	l	a	16	370	vesszőszált	vessősált	1	16	2.772588722239781	l	NA	1	1	1	NA	1	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	vezérsugár	vezérsugarat	vezéršugár	vezéršugarat	r	a	16	250	vezérsugárt	vezéršugárt	2	8	2.0794415416798357	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	békavár	békavárat	békavár	békavárat	r	a	15	169	békavárt	békavárt	1	15	2.70805020110221	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	csalánbokor	csalánbokrot	čalánbokor	čalánbokrot	kr	o	15	90	csalánbokort	čalánbokort	1	15	2.70805020110221	r	k	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	1	0	0	NA	NA	NA	1	NA	0	NA	1	NA	NA	NA	4	1	144
[/N][Acc]	cseresznyeszár	cseresznyeszárat	čeresṉesár	čeresṉesárat	r	a	15	131	cseresznyeszárt	čeresṉesárt	2	7.5	2.0149030205422647	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	cserépvár	cserépvárat	čerépvár	čerépvárat	r	a	15	301	cserépvárt	čerépvárt	1	15	2.70805020110221	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	díszsátor	díszsátrat	dísšátor	dísšátrat	tr	a	15	143	díszsátort	dísšátort	7	2.142857142857143	0.7621400520468967	r	t	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	1	0	0	NA	1	1	NA	NA	0	0	1	NA	NA	NA	4	1	144
[/N][Acc]	határőrzászlóalj	határőrzászlóaljat	határőrzáslóalj	határőrzáslóaljat	lj	a	15	67	határőrzászlóaljt	határőrzáslóaljt	1	15	2.70805020110221	j	l	1	1	1	NA	1	0	NA	NA	NA	NA	1	NA	NA	NA	1	1	1	NA	1	1	NA	1	NA	NA	1	NA	NA	NA	4	4	444
[/N][Acc]	hűvös	hűvöset	hűvöš	hűvöšet	š	e	15	212779	hűvöst	hűvöšt	363	0.04132231404958678	-3.186352633162641	š	NA	1	0	1	NA	1	0	NA	NA	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	24
[/N][Acc]	jurtasátor	jurtasátrat	jurtašátor	jurtašátrat	tr	a	15	109	jurtasátort	jurtašátort	3	5	1.6094379124341005	r	t	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	1	0	0	NA	1	1	NA	NA	0	0	1	NA	NA	NA	4	1	144
[/N][Acc]	kaporolaj	kaporolajat	kaporolaj	kaporolajat	j	a	15	66	kaporolajt	kaporolajt	1	15	2.70805020110221	j	NA	1	1	1	NA	1	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	kerékzár	kerékzárat	kerékzár	kerékzárat	r	a	15	69	kerékzárt	kerékzárt	1	15	2.70805020110221	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	királytükör	királytükröt	kirájtükör	kirájtükröt	kr	ö	15	397	királytükört	kirájtükört	1	15	2.70805020110221	r	k	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	1	0	0	NA	NA	NA	1	NA	0	NA	1	NA	NA	NA	4	1	144
[/N][Acc]	látósugár	látósugarat	látóšugár	látóšugarat	r	a	15	158	látósugárt	látóšugárt	1	15	2.70805020110221	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	magánpénztár	magánpénztárat	magánpénztár	magánpénztárat	r	a	15	2662	magánpénztárt	magánpénztárt	13	1.1538461538461535	0.14310084364067324	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	minikönyvtár	minikönyvtárat	miniköṉvtár	miniköṉvtárat	r	a	15	118	minikönyvtárt	miniköṉvtárt	1	15	2.70805020110221	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	mobilsátor	mobilsátrat	mobilšátor	mobilšátrat	tr	a	15	24	mobilsátort	mobilšátort	1	15	2.70805020110221	r	t	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	1	0	0	NA	1	1	NA	NA	0	0	1	NA	NA	NA	4	1	144
[/N][Acc]	regénytár	regénytárat	regéṉtár	regéṉtárat	r	a	15	1073	regénytárt	regéṉtárt	29	0.5172413793103449	-0.6592456288842639	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	riasztójel	riasztójelet	riastójel	riastójelet	l	e	15	54	riasztójelt	riastójelt	1	15	2.70805020110221	l	NA	1	1	1	NA	1	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	rocktár	rocktárat	rocktár	rocktárat	r	a	15	890	rocktárt	rocktárt	13	1.1538461538461535	0.14310084364067324	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	ruharaktár	ruharaktárat	ruharaktár	ruharaktárat	r	a	15	415	ruharaktárt	ruharaktárt	19	0.7894736842105263	-0.2363887780642304	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	rémúr	rémurat	rémúr	rémurat	r	a	15	148	rémúrt	rémúrt	1	15	2.70805020110221	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	szoknyahossz	szoknyahosszat	sokṉahoss	sokṉahossat	ss	a	15	399	szoknyahosszt	sokṉahosst	35	0.42857142857142855	-0.8472978603872037	s	s	1	0	1	NA	1	1	NA	NA	0	NA	1	NA	NA	NA	1	0	1	NA	1	1	NA	NA	0	NA	1	NA	NA	NA	2	2	224
[/N][Acc]	tartományúr	tartományurat	tartomáṉúr	tartomáṉurat	r	a	15	1341	tartományúrt	tartomáṉúrt	1	15	2.70805020110221	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	vászonlepel	vászonleplet	vásonlepel	vásonleplet	pl	e	15	89	vászonlepelt	vásonlepelt	3	5	1.6094379124341005	l	p	1	1	1	NA	1	1	NA	1	NA	NA	1	NA	NA	NA	1	0	0	1	NA	NA	NA	NA	0	NA	1	NA	NA	NA	4	1	144
[/N][Acc]	védősátor	védősátrat	védőšátor	védőšátrat	tr	a	15	58	védősátort	védőšátort	2	7.5	2.0149030205422647	r	t	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	1	0	0	NA	1	1	NA	NA	0	0	1	NA	NA	NA	4	1	144
[/N][Acc]	zeneműtár	zeneműtárat	zeneműtár	zeneműtárat	r	a	15	1388	zeneműtárt	zeneműtárt	7	2.142857142857143	0.7621400520468967	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	zsemlebél	zsemlebelet	žemlebél	žemlebelet	l	e	15	33	zsemlebélt	žemlebélt	2	7.5	2.0149030205422647	l	NA	1	1	1	NA	1	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	öltözősátor	öltözősátrat	öltözőšátor	öltözőšátrat	tr	a	15	195	öltözősátort	öltözőšátort	3	5	1.6094379124341005	r	t	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	1	0	0	NA	1	1	NA	NA	0	0	1	NA	NA	NA	4	1	144
[/N][Acc]	őszhajszál	őszhajszálat	őshajsál	őshajsálat	l	a	15	151	őszhajszált	őshajsált	2	7.5	2.0149030205422647	l	NA	1	1	1	NA	1	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	babaöböl	babaöblöt	babaöböl	babaöblöt	bl	ö	14	276	babaöbölt	babaöbölt	13	1.0769230769230769	0.074107972153721835	l	b	1	1	1	NA	1	1	NA	1	NA	NA	1	NA	NA	NA	1	0	0	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	4	1	144
[/N][Acc]	funkciótár	funkciótárat	funkciótár	funkciótárat	r	a	14	32	funkciótárt	funkciótárt	1	14	2.6390573296152584	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	hangár	hangárat	hangár	hangárat	r	a	14	15596	hangárt	hangárt	889	0.01574803149606299	-4.151039905898646	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	harangjel	harangjelet	harangjel	harangjelet	l	e	14	35	harangjelt	harangjelt	1	14	2.6390573296152584	l	NA	1	1	1	NA	1	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	idős	időset	időš	időšet	š	e	14	1066875	időst	időšt	563	0.02486678507992895	-3.694222298524432	š	NA	1	0	1	NA	1	0	NA	NA	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	24
[/N][Acc]	iker	ikeret	iker	ikeret	r	e	14	83330	ikert	ikert	171	0.08187134502923976	-2.5026062268874014	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	impulzushossz	impulzushosszat	impulzušhoss	impulzušhossat	ss	a	14	254	impulzushosszt	impulzušhosst	19	0.7368421052631579	-0.3053816495511819	s	s	1	0	1	NA	1	1	NA	NA	0	NA	1	NA	NA	NA	1	0	1	NA	1	1	NA	NA	0	NA	1	NA	NA	NA	2	2	224
[/N][Acc]	iskolakönyvtár	iskolakönyvtárat	iškolaköṉvtár	iškolaköṉvtárat	r	a	14	296	iskolakönyvtárt	iškolaköṉvtárt	1	14	2.6390573296152584	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	konferansz	konferanszot	konferans	konferansot	ns	o	14	849	konferanszt	konferanst	5	2.8	1.029619417181158	s	n	1	0	1	NA	1	1	NA	NA	0	NA	1	NA	NA	NA	1	1	0	NA	1	1	NA	NA	1	NA	1	NA	NA	NA	2	3	324
[/N][Acc]	köményolaj	köményolajat	köméṉolaj	köméṉolajat	j	a	14	82	köményolajt	köméṉolajt	1	14	2.6390573296152584	j	NA	1	1	1	NA	1	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	magángyógyszertár	magángyógyszertárat	magánḏóḏsertár	magánḏóḏsertárat	r	a	14	207	magángyógyszertárt	magánḏóḏsertárt	1	14	2.6390573296152584	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	mamutagyar	mamutagyarat	mamutaḏar	mamutaḏarat	r	a	14	261	mamutagyart	mamutaḏart	21	0.6666666666666666	-0.4054651081081645	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	plazmasugár	plazmasugarat	plazmašugár	plazmašugarat	r	a	14	199	plazmasugárt	plazmašugárt	1	14	2.6390573296152584	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	rockszíntér	rockszínteret	rocksíntér	rocksínteret	r	e	14	512	rockszíntért	rocksíntért	1	14	2.6390573296152584	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	rúdarany	rúdaranyat	rúdaraṉ	rúdaraṉat	ṉ	a	14	86	rúdaranyt	rúdaraṉt	1	14	2.6390573296152584	ṉ	NA	1	1	0	NA	1	0	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	34
[/N][Acc]	sorhossz	sorhosszat	šorhoss	šorhossat	ss	a	14	273	sorhosszt	šorhosst	22	0.6363636363636364	-0.45198512374305727	s	s	1	0	1	NA	1	1	NA	NA	0	NA	1	NA	NA	NA	1	0	1	NA	1	1	NA	NA	0	NA	1	NA	NA	NA	2	2	224
[/N][Acc]	tesztjel	tesztjelet	testjel	testjelet	l	e	14	144	tesztjelt	testjelt	1	14	2.6390573296152584	l	NA	1	1	1	NA	1	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	tojóhely	tojóhelyet	tojóhej	tojóhejet	j	e	14	80	tojóhelyt	tojóhejt	8	1.75	0.5596157879354227	j	NA	1	1	1	NA	1	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	trombitajel	trombitajelet	trombitajel	trombitajelet	l	e	14	108	trombitajelt	trombitajelt	2	7	1.9459101490553132	l	NA	1	1	1	NA	1	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	túrasátor	túrasátrat	túrašátor	túrašátrat	tr	a	14	136	túrasátort	túrašátort	1	14	2.6390573296152584	r	t	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	1	0	0	NA	1	1	NA	NA	0	0	1	NA	NA	NA	4	1	144
[/N][Acc]	vámraktár	vámraktárat	vámraktár	vámraktárat	r	a	14	976	vámraktárt	vámraktárt	16	0.875	-0.13353139262452263	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
[/N][Acc]	zsebszótár	zsebszótárat	žebsótár	žebsótárat	r	a	14	418	zsebszótárt	žebsótárt	45	0.3111111111111111	-1.1676051601550612	r	NA	1	1	1	NA	1	1	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	44
